id_processo,tipo_processo,area_juridica,data_distribuicao,data_sentenca,data_transito_julgado,status,valor_causa,resultado_final,custos_legais,honorarios_advogado,responsavel_interno,escritorio_externo,tribunal,comarca,instancia,risco_inicial
P_6112,Cível,Imobiliário,2022-07-31,,,Ativo,9911782.4,Em Andamento,104577.13,732944.21,Gustavo Pires,Santos & Almeida Consultoria,TRF1,Guarulhos,Tribunais Superiores,Baixo
P_6113,Tributário,Planejamento Tributário,2021-04-03,,,Ativo,5222169.77,Em Andamento,136044.14,397981.06,Gustavo Pires,Santos & Almeida Consultoria,CARF,Campinas,Primeira Instância,Muito Alto
P_6114,Regulatório,Compliance,2022-05-01,,,Ativo,9062997.27,Em Andamento,413358.09,333671.99,Daniel Oliveira,Global Law,CADE,Guarulhos,Primeira Instância,Baixo
P_6115,Ambiental,Sanções,2023-04-21,,,Ativo,6848334.01,Em Andamento,249632.64,504143.81,Daniel Oliveira,Jurídico Soluções,TRF3,São Paulo,Primeira Instância,Médio
P_6116,Societário,Fusões e Aquisições,2020-03-03,,,Ativo,9603930.76,Em Andamento,391017.14,610225.75,Daniel Oliveira,Jurídico Soluções,TJMG,Rio de Janeiro,Tribunais Superiores,Alto
P_6117,Trabalhista,Previdenciário,2022-03-21,,,Ativo,6632690.37,Em Andamento,40047.53,7092.07,Carla Souza,Santos & Almeida Consultoria,TRT2,Campinas,Tribunais Superiores,Baixo
P_6118,Cível,Consumidor,2022-09-22,2023-08-28,2023-12-18,Finalizado,3225451.58,Acordo,126792.32,110657.48,Bruno Costa,Martins & Oliveira Advogados,TRF2,Fortaleza,Segunda Instância,Alto
P_6119,Regulatório,Setorial,2020-09-11,2021-05-06,2021-07-28,Finalizado,4081340.81,Perdido,78043.26,298789.9,Daniel Oliveira,Advogados Associados LTDA,CARF,Campinas,Tribunais Superiores,Baixo
P_6120,Propriedade Intelectual,Direitos Autorais,2021-02-23,,,Ativo,9987924.77,Em Andamento,327312.62,664291.65,Ana Silva,Global Law,STJ,Brasília,Tribunais Superiores,Médio
P_6121,Regulatório,Compliance,2022-02-14,2022-05-13,2022-09-07,Finalizado,6685397.75,Acordo,240490.45,367984.93,Ana Silva,Lex Consultoria,STJ,Guarulhos,Segunda Instância,Muito Alto
P_6122,Tributário,Planejamento Tributário,2021-10-12,,,Ativo,2680900.21,Em Andamento,76069.74,77690.36,Bruno Costa,Global Law,STF,Osasco,Primeira Instância,Muito Alto
P_6123,Trabalhista,Acidentes de Trabalho,2022-12-26,2023-09-03,2023-12-25,Finalizado,8170278.28,Ganho,313621.8,229351.89,Fernanda Lima,Santos & Almeida Consultoria,STJ,Rio de Janeiro,Primeira Instância,Baixo
P_6124,Propriedade Intelectual,Patentes,2020-03-29,2020-08-09,2020-12-12,Finalizado,2277409.46,Ganho,75930.34,8989.54,Bruno Costa,Global Law,TJRJ,Guarulhos,Tribunais Superiores,Baixo
P_6125,Regulatório,Setorial,2024-01-18,2025-02-24,2025-04-18,Finalizado,7922935.68,Perdido,357708.75,11061.0,Bruno Costa,Santos & Almeida Consultoria,STJ,Belo Horizonte,Primeira Instância,Médio
P_6126,Trabalhista,Acidentes de Trabalho,2020-08-30,2021-05-17,2021-07-10,Finalizado,450961.17,Perdido,21416.38,30230.84,Daniel Oliveira,Santos & Almeida Consultoria,TRT1,São Paulo,Administrativo,Alto
P_6127,Trabalhista,Acidentes de Trabalho,2021-03-13,2022-01-06,2022-02-10,Finalizado,9093533.85,Perdido,19282.04,481152.14,Ana Silva,Martins & Oliveira Advogados,TRT1,Curitiba,Tribunais Superiores,Muito Alto
P_6128,Tributário,Planejamento Tributário,2023-05-17,,,Ativo,571296.76,Em Andamento,21978.23,37438.55,Gustavo Pires,Martins & Oliveira Advogados,TRF3,São Paulo,Tribunais Superiores,Alto
P_6129,Trabalhista,Previdenciário,2023-01-30,,,Ativo,2338857.48,Em Andamento,32927.05,198076.34,Gustavo Pires,Jurídico Soluções,TJMG,Guarulhos,Segunda Instância,Baixo
P_6130,Societário,Governança,2023-10-25,,,Ativo,6313949.48,Em Andamento,147384.14,269948.92,Carla Souza,Global Law,STJ,Salvador,Tribunais Superiores,Muito Alto
P_6131,Cível,Imobiliário,2023-11-03,2025-01-07,2025-02-25,Finalizado,3140513.38,Acordo,142826.03,137325.54,Fernanda Lima,Lex Consultoria,TJRJ,Campinas,Primeira Instância,Baixo
P_6132,Tributário,Fiscal,2020-07-14,,,Ativo,9809482.63,Em Andamento,426521.49,800097.56,Carla Souza,Lex Consultoria,CARF,Fortaleza,Primeira Instância,Alto
P_6133,Trabalhista,Acidentes de Trabalho,2023-02-04,2023-09-10,2024-02-28,Finalizado,4172656.88,Perdido,15966.86,336619.38,Bruno Costa,Advogados Associados LTDA,STF,Fortaleza,Administrativo,Médio
P_6134,Regulatório,Compliance,2024-02-01,2024-05-25,2024-07-25,Finalizado,2483379.62,Ganho,107912.38,40932.68,Ana Silva,Advogados Associados LTDA,TRT2,Fortaleza,Administrativo,Alto
P_6135,Tributário,Planejamento Tributário,2022-05-08,2022-07-16,2022-09-17,Finalizado,288909.32,Perdido,8840.0,9405.4,Fernanda Lima,Jurídico Soluções,TRT2,Vitória,Administrativo,Alto
P_6136,Regulatório,Setorial,2020-04-24,,,Ativo,5873786.36,Em Andamento,122544.66,464279.47,Gustavo Pires,Global Law,TJSP,Brasília,Tribunais Superiores,Médio
P_6137,Ambiental,Sanções,2021-08-29,2022-10-02,2022-11-30,Finalizado,4460485.4,Acordo,109723.21,113339.56,Bruno Costa,Lex Consultoria,TJRJ,Porto Alegre,Administrativo,Alto
P_6138,Tributário,Planejamento Tributário,2023-01-29,2023-05-19,2023-09-01,Finalizado,3016316.89,Perdido,101415.43,145391.89,Ana Silva,Advogados Associados LTDA,TRF1,Porto Alegre,Tribunais Superiores,Médio
P_6139,Trabalhista,Previdenciário,2022-04-02,,,Ativo,7595685.53,Em Andamento,318930.81,476206.17,Ana Silva,Global Law,TRT2,Vitória,Primeira Instância,Baixo
P_6140,Regulatório,Compliance,2020-09-11,2021-01-26,2021-02-26,Finalizado,8860773.56,Ganho,384100.59,372605.72,Ana Silva,Advogados Associados LTDA,CADE,Fortaleza,Tribunais Superiores,Baixo
P_6141,Tributário,Planejamento Tributário,2020-01-19,2020-08-08,2020-09-18,Finalizado,9091261.07,Perdido,440249.8,512049.62,Gustavo Pires,Martins & Oliveira Advogados,TRT1,Campinas,Segunda Instância,Alto
P_6142,Regulatório,Compliance,2023-12-24,2024-03-17,2024-05-02,Finalizado,5584648.61,Ganho,188985.24,438741.15,Bruno Costa,Santos & Almeida Consultoria,ANVISA,Brasília,Primeira Instância,Alto
P_6143,Trabalhista,Acidentes de Trabalho,2023-03-09,,,Ativo,2564999.83,Em Andamento,45591.06,146814.79,Fernanda Lima,Advogados Associados LTDA,TRT3,Salvador,Tribunais Superiores,Muito Alto
P_6144,Propriedade Intelectual,Direitos Autorais,2020-04-09,,,Ativo,7133853.33,Em Andamento,87603.37,106610.14,Ana Silva,Advogados Associados LTDA,TRF1,Salvador,Segunda Instância,Médio
P_6145,Trabalhista,RH,2020-07-25,,,Ativo,3594067.41,Em Andamento,14047.83,154237.51,Ana Silva,Santos & Almeida Consultoria,TJSP,Porto Alegre,Segunda Instância,Muito Alto
P_6146,Cível,Recuperação de Crédito,2022-11-27,,,Ativo,1687624.29,Em Andamento,8595.42,134598.62,Bruno Costa,Advogados Associados LTDA,TRT1,Fortaleza,Segunda Instância,Alto
P_6147,Trabalhista,Acidentes de Trabalho,2021-04-14,2021-11-13,2021-11-28,Finalizado,9660060.79,Ganho,379643.14,325394.67,Carla Souza,Advogados Associados LTDA,TJRJ,Recife,Segunda Instância,Baixo
P_6148,Tributário,Planejamento Tributário,2022-05-25,2023-01-22,2023-06-14,Finalizado,9679958.7,Ganho,48353.71,368766.05,Carla Souza,Jurídico Soluções,CADE,Curitiba,Primeira Instância,Médio
P_6149,Cível,Recuperação de Crédito,2021-05-14,,,Ativo,7968971.77,Em Andamento,82782.35,588173.98,Bruno Costa,Jurídico Soluções,ANVISA,Osasco,Segunda Instância,Alto
P_6150,Ambiental,Licenciamento,2020-01-04,,,Ativo,322628.92,Em Andamento,9647.21,23992.06,Bruno Costa,Santos & Almeida Consultoria,CADE,Belo Horizonte,Segunda Instância,Alto
P_6151,Propriedade Intelectual,Direitos Autorais,2022-08-08,2023-11-15,2024-02-19,Finalizado,2321303.39,Ganho,51867.74,197837.55,Bruno Costa,Advogados Associados LTDA,TRF1,Guarulhos,Administrativo,Médio
P_6152,Regulatório,Setorial,2023-04-21,,,Ativo,8316715.93,Em Andamento,61615.27,557732.54,Ana Silva,Advogados Associados LTDA,TJMG,Osasco,Administrativo,Médio
P_6153,Trabalhista,Previdenciário,2022-06-20,2023-05-07,2023-05-28,Finalizado,1518638.63,Acordo,63006.69,123383.13,Daniel Oliveira,Lex Consultoria,CARF,Salvador,Tribunais Superiores,Baixo
P_6154,Trabalhista,Acidentes de Trabalho,2023-04-08,2024-02-16,2024-08-03,Finalizado,3565731.97,Acordo,77726.77,87180.58,Daniel Oliveira,Global Law,TRT3,Fortaleza,Segunda Instância,Baixo
P_6155,Trabalhista,RH,2021-11-01,2022-06-01,2022-07-08,Finalizado,1892604.1,Perdido,8751.05,108389.97,Ana Silva,Martins & Oliveira Advogados,TRF1,Recife,Tribunais Superiores,Alto
P_6156,Trabalhista,Acidentes de Trabalho,2022-09-16,,,Ativo,3855631.72,Em Andamento,20894.08,198530.0,Carla Souza,Jurídico Soluções,TRF1,Campinas,Primeira Instância,Muito Alto
P_6157,Societário,Governança,2023-03-16,2024-04-22,2024-05-26,Finalizado,896792.84,Perdido,39004.52,1632.87,Carla Souza,Global Law,TJMG,Curitiba,Administrativo,Baixo
P_6158,Ambiental,Sanções,2022-06-02,,,Ativo,9384244.34,Em Andamento,111869.08,824168.72,Ana Silva,Martins & Oliveira Advogados,STJ,Osasco,Segunda Instância,Alto
P_6159,Trabalhista,Previdenciário,2023-03-10,2024-02-15,2024-04-12,Finalizado,4207570.13,Ganho,131382.96,73026.89,Ana Silva,Lex Consultoria,TJMG,Vitória,Administrativo,Baixo
P_6160,Regulatório,Compliance,2022-01-16,2023-05-16,2023-08-11,Finalizado,7283850.61,Ganho,130499.65,548347.13,Daniel Oliveira,Lex Consultoria,TJRJ,Fortaleza,Segunda Instância,Alto
P_6161,Cível,Contratos,2021-01-14,,,Ativo,837941.04,Em Andamento,31895.72,68838.88,Daniel Oliveira,Advogados Associados LTDA,TJRJ,Salvador,Tribunais Superiores,Alto
P_6162,Societário,Governança,2020-07-10,2020-11-27,2021-01-09,Finalizado,5647889.62,Acordo,62190.58,403663.56,Ana Silva,Advogados Associados LTDA,STF,Porto Alegre,Segunda Instância,Muito Alto
P_6163,Trabalhista,Acidentes de Trabalho,2020-08-14,,,Ativo,3468781.06,Em Andamento,33030.53,324402.62,Ana Silva,Global Law,CADE,Campinas,Administrativo,Médio
P_6164,Regulatório,Compliance,2021-01-02,2021-06-29,2021-11-11,Finalizado,5834232.29,Perdido,117734.27,154201.34,Carla Souza,Martins & Oliveira Advogados,TRT1,Belo Horizonte,Tribunais Superiores,Médio
P_6165,Tributário,Fiscal,2021-12-30,2022-03-31,2022-09-22,Finalizado,4680128.69,Acordo,56641.47,199783.31,Ana Silva,Santos & Almeida Consultoria,TJMG,Porto Alegre,Administrativo,Médio
P_6166,Propriedade Intelectual,Marcas,2020-06-19,2021-08-30,2021-09-23,Finalizado,7311485.79,Perdido,360622.52,170286.12,Bruno Costa,Global Law,STF,Curitiba,Segunda Instância,Muito Alto
P_6167,Propriedade Intelectual,Marcas,2022-08-24,2023-12-08,2024-05-19,Finalizado,4072210.42,Acordo,65393.7,128248.73,Daniel Oliveira,Advogados Associados LTDA,TRF2,Guarulhos,Tribunais Superiores,Alto
P_6168,Propriedade Intelectual,Marcas,2023-12-10,2024-05-24,2024-09-14,Finalizado,1779415.75,Ganho,11849.09,119424.51,Bruno Costa,Global Law,STF,Brasília,Tribunais Superiores,Baixo
P_6169,Trabalhista,RH,2022-05-06,2023-01-03,2023-06-20,Finalizado,3104414.68,Perdido,152020.38,177374.64,Daniel Oliveira,Santos & Almeida Consultoria,CARF,Belo Horizonte,Tribunais Superiores,Alto
P_6170,Trabalhista,RH,2021-03-27,2021-12-22,2022-02-11,Finalizado,2926196.71,Ganho,78334.73,14365.65,Daniel Oliveira,Martins & Oliveira Advogados,TRT2,Fortaleza,Administrativo,Alto
P_6171,Cível,Contratos,2021-12-07,2022-01-22,2022-07-07,Finalizado,2410608.49,Ganho,13947.15,147598.17,Daniel Oliveira,Santos & Almeida Consultoria,STJ,São Paulo,Tribunais Superiores,Alto
P_6172,Trabalhista,Previdenciário,2022-03-31,,,Ativo,6367573.72,Em Andamento,280408.39,519034.53,Carla Souza,Global Law,TJSP,Vitória,Segunda Instância,Baixo
P_6173,Trabalhista,Previdenciário,2020-01-30,,,Ativo,3946220.21,Em Andamento,39157.68,270093.89,Fernanda Lima,Advogados Associados LTDA,TJRJ,Recife,Segunda Instância,Alto
P_6174,Societário,Governança,2023-09-15,,,Ativo,2281515.85,Em Andamento,33018.29,220608.56,Daniel Oliveira,Jurídico Soluções,TJSP,Guarulhos,Segunda Instância,Alto
P_6175,Cível,Consumidor,2020-11-13,,,Ativo,4195754.46,Em Andamento,65922.69,115221.24,Gustavo Pires,Martins & Oliveira Advogados,CADE,Campinas,Tribunais Superiores,Médio
P_6176,Ambiental,Licenciamento,2022-08-16,2022-12-05,2023-01-02,Finalizado,1579486.26,Ganho,19201.36,12851.77,Carla Souza,Martins & Oliveira Advogados,CARF,Porto Alegre,Primeira Instância,Muito Alto
P_6177,Ambiental,Licenciamento,2021-11-30,,,Ativo,3237229.12,Em Andamento,126042.37,133587.89,Daniel Oliveira,Global Law,TRT3,Belo Horizonte,Primeira Instância,Médio
P_6178,Regulatório,Setorial,2020-07-09,2021-04-22,2021-07-26,Finalizado,9120411.38,Perdido,327966.65,96666.98,Gustavo Pires,Jurídico Soluções,ANVISA,Campinas,Primeira Instância,Alto
P_6179,Propriedade Intelectual,Patentes,2022-10-23,,,Ativo,8518103.64,Em Andamento,23266.67,832780.42,Gustavo Pires,Jurídico Soluções,TRF2,Belo Horizonte,Primeira Instância,Médio
P_6180,Propriedade Intelectual,Direitos Autorais,2021-02-06,,,Ativo,2897624.29,Em Andamento,133423.46,81976.99,Ana Silva,Advogados Associados LTDA,ANVISA,São Paulo,Tribunais Superiores,Alto
P_6181,Propriedade Intelectual,Marcas,2022-03-22,,,Ativo,7952054.37,Em Andamento,329905.39,485468.52,Gustavo Pires,Lex Consultoria,CARF,Vitória,Segunda Instância,Alto
P_6182,Tributário,Fiscal,2021-10-05,,,Ativo,1114924.34,Em Andamento,29607.53,15949.68,Carla Souza,Advogados Associados LTDA,TRT3,São Paulo,Segunda Instância,Baixo
P_6183,Ambiental,Licenciamento,2022-07-25,2022-12-09,2023-06-04,Finalizado,7151359.39,Ganho,341213.62,167581.99,Carla Souza,Global Law,STF,Salvador,Primeira Instância,Muito Alto
P_6184,Cível,Consumidor,2021-09-18,2022-11-21,2023-01-18,Finalizado,9793166.88,Ganho,192241.44,750603.52,Gustavo Pires,Jurídico Soluções,CARF,Osasco,Administrativo,Alto
P_6185,Cível,Consumidor,2023-10-29,2024-08-23,2024-10-02,Finalizado,6500216.05,Ganho,201503.21,646912.33,Carla Souza,Martins & Oliveira Advogados,CARF,Vitória,Primeira Instância,Médio
P_6186,Cível,Recuperação de Crédito,2023-11-13,,,Ativo,133545.88,Em Andamento,4377.59,3210.42,Fernanda Lima,Advogados Associados LTDA,TRF3,Salvador,Segunda Instância,Alto
P_6187,Regulatório,Compliance,2020-01-27,,,Ativo,6256447.15,Em Andamento,195938.46,372801.42,Daniel Oliveira,Santos & Almeida Consultoria,TRF1,Brasília,Segunda Instância,Muito Alto
P_6188,Societário,Fusões e Aquisições,2022-04-18,,,Ativo,4826002.71,Em Andamento,12044.89,64502.87,Fernanda Lima,Lex Consultoria,STF,Rio de Janeiro,Primeira Instância,Muito Alto
P_6189,Ambiental,Sanções,2022-02-26,2022-09-03,2022-10-18,Finalizado,6608294.38,Ganho,104825.88,395364.27,Carla Souza,Global Law,TJSP,Porto Alegre,Segunda Instância,Baixo
P_6190,Ambiental,Sanções,2020-01-30,2020-03-26,2020-06-05,Finalizado,5391784.88,Ganho,192758.02,9551.35,Daniel Oliveira,Lex Consultoria,TRT2,Salvador,Administrativo,Médio
P_6191,Trabalhista,Previdenciário,2022-01-20,2022-02-25,2022-03-21,Finalizado,3921068.56,Perdido,119945.66,90753.71,Bruno Costa,Global Law,CARF,Osasco,Administrativo,Alto
P_6192,Regulatório,Compliance,2020-08-12,2021-01-14,2021-05-11,Finalizado,9402530.45,Ganho,150353.5,882438.94,Gustavo Pires,Lex Consultoria,CARF,São Paulo,Administrativo,Muito Alto
P_6193,Propriedade Intelectual,Direitos Autorais,2022-05-17,2023-05-13,2023-08-10,Finalizado,2266419.74,Acordo,21820.32,129665.48,Ana Silva,Advogados Associados LTDA,STF,Vitória,Primeira Instância,Muito Alto
P_6194,Tributário,Fiscal,2020-02-11,,,Ativo,659489.24,Em Andamento,9229.77,65852.52,Carla Souza,Martins & Oliveira Advogados,TJSP,Campinas,Administrativo,Médio
P_6195,Propriedade Intelectual,Direitos Autorais,2022-12-28,,,Ativo,4075361.48,Em Andamento,167503.86,232441.47,Bruno Costa,Martins & Oliveira Advogados,STF,Campinas,Administrativo,Médio
P_6196,Propriedade Intelectual,Marcas,2023-12-31,,,Ativo,3880381.27,Em Andamento,100302.33,1731.31,Bruno Costa,Advogados Associados LTDA,TJMG,Salvador,Segunda Instância,Baixo
P_6197,Ambiental,Licenciamento,2021-03-26,2022-01-12,2022-03-05,Finalizado,502972.32,Perdido,10219.63,28438.98,Ana Silva,Martins & Oliveira Advogados,STF,Campinas,Primeira Instância,Baixo
P_6198,Cível,Consumidor,2020-05-01,,,Ativo,67979.03,Em Andamento,650.65,1021.68,Carla Souza,Martins & Oliveira Advogados,STJ,Fortaleza,Tribunais Superiores,Alto
P_6199,Propriedade Intelectual,Direitos Autorais,2023-04-12,2024-07-30,2024-08-20,Finalizado,4950655.32,Perdido,30357.95,72087.02,Bruno Costa,Global Law,TRT3,Brasília,Administrativo,Baixo
P_6200,Regulatório,Compliance,2023-05-26,2024-07-23,2024-10-17,Finalizado,8590132.61,Ganho,320570.98,329697.82,Daniel Oliveira,Jurídico Soluções,STJ,Belo Horizonte,Primeira Instância,Muito Alto
P_6201,Ambiental,Sanções,2022-10-14,2023-07-12,2023-07-30,Finalizado,3366925.6,Perdido,163283.55,274553.91,Carla Souza,Santos & Almeida Consultoria,TJRJ,Osasco,Primeira Instância,Baixo
P_6202,Propriedade Intelectual,Direitos Autorais,2020-04-01,,,Ativo,8833342.23,Em Andamento,143970.28,659685.99,Bruno Costa,Global Law,STJ,Guarulhos,Primeira Instância,Baixo
P_6203,Regulatório,Setorial,2023-04-10,2023-07-28,2023-08-30,Finalizado,6548466.13,Acordo,38401.57,428821.7,Ana Silva,Jurídico Soluções,TRT3,Rio de Janeiro,Primeira Instância,Muito Alto
P_6204,Trabalhista,Acidentes de Trabalho,2022-04-25,,,Ativo,8095183.75,Em Andamento,59889.95,191051.58,Daniel Oliveira,Santos & Almeida Consultoria,TJSP,Guarulhos,Administrativo,Muito Alto
P_6205,Cível,Contratos,2023-01-22,2024-04-01,2024-06-25,Finalizado,5112157.79,Perdido,208773.81,34331.89,Ana Silva,Santos & Almeida Consultoria,CADE,Curitiba,Administrativo,Baixo
P_6206,Societário,Fusões e Aquisições,2021-06-02,2022-05-13,2022-11-04,Finalizado,3927548.88,Ganho,172819.05,55362.04,Ana Silva,Lex Consultoria,ANVISA,Rio de Janeiro,Administrativo,Alto
P_6207,Propriedade Intelectual,Direitos Autorais,2022-05-30,,,Ativo,1770930.4,Em Andamento,11439.15,120451.0,Fernanda Lima,Lex Consultoria,TRT1,Campinas,Segunda Instância,Muito Alto
P_6208,Propriedade Intelectual,Direitos Autorais,2022-01-11,2022-11-11,2023-02-05,Finalizado,8819346.97,Ganho,225793.69,260097.12,Bruno Costa,Lex Consultoria,TRT1,Campinas,Administrativo,Muito Alto
P_6209,Propriedade Intelectual,Marcas,2023-05-29,,,Ativo,1288001.19,Em Andamento,4400.45,26651.04,Fernanda Lima,Martins & Oliveira Advogados,CADE,Rio de Janeiro,Segunda Instância,Muito Alto
P_6210,Societário,Fusões e Aquisições,2022-05-04,2023-07-24,2023-08-27,Finalizado,1792255.46,Perdido,52551.08,90238.68,Daniel Oliveira,Martins & Oliveira Advogados,TJRJ,Guarulhos,Tribunais Superiores,Muito Alto
P_6211,Propriedade Intelectual,Marcas,2021-04-27,2021-09-28,2021-11-06,Finalizado,4990942.49,Acordo,185899.66,71370.1,Bruno Costa,Lex Consultoria,TRF2,Recife,Tribunais Superiores,Alto
P_6212,Trabalhista,RH,2020-11-05,2021-01-27,2021-07-01,Finalizado,2223545.49,Ganho,65000.7,20471.07,Bruno Costa,Martins & Oliveira Advogados,STJ,Fortaleza,Tribunais Superiores,Baixo
P_6213,Tributário,Fiscal,2020-04-30,2021-06-06,2021-08-08,Finalizado,2876655.46,Perdido,140433.52,39807.1,Daniel Oliveira,Lex Consultoria,TJMG,Curitiba,Segunda Instância,Baixo
P_6214,Societário,Fusões e Aquisições,2022-07-25,2023-11-17,2024-03-15,Finalizado,5350440.52,Ganho,84347.5,350436.88,Bruno Costa,Advogados Associados LTDA,TRF2,Recife,Tribunais Superiores,Baixo
P_6215,Tributário,Planejamento Tributário,2020-12-09,2021-05-19,2021-09-25,Finalizado,5168075.93,Acordo,55197.64,284227.61,Bruno Costa,Santos & Almeida Consultoria,STJ,Belo Horizonte,Segunda Instância,Alto
P_6216,Trabalhista,Previdenciário,2023-01-17,2023-09-14,2024-02-15,Finalizado,8923999.81,Ganho,165204.74,764666.8,Bruno Costa,Lex Consultoria,TRF1,São Paulo,Primeira Instância,Alto
P_6217,Societário,Governança,2023-04-02,,,Ativo,8267344.07,Em Andamento,381332.14,798838.4,Bruno Costa,Global Law,TRT2,Porto Alegre,Tribunais Superiores,Baixo
P_6218,Societário,Fusões e Aquisições,2024-01-12,2024-07-13,2024-08-04,Finalizado,5746580.61,Ganho,75970.86,474535.62,Ana Silva,Global Law,TJRJ,Porto Alegre,Administrativo,Muito Alto
P_6219,Propriedade Intelectual,Patentes,2020-04-20,2021-05-28,2021-07-09,Finalizado,3130175.18,Perdido,36354.34,310601.34,Bruno Costa,Martins & Oliveira Advogados,CADE,Brasília,Administrativo,Baixo
P_6220,Ambiental,Licenciamento,2020-05-04,2020-12-06,2021-04-20,Finalizado,3701647.86,Perdido,149491.81,267131.18,Fernanda Lima,Santos & Almeida Consultoria,CARF,Belo Horizonte,Administrativo,Muito Alto
P_6221,Trabalhista,Previdenciário,2022-02-26,2022-09-09,2022-11-26,Finalizado,6410757.56,Acordo,191709.12,273059.35,Fernanda Lima,Martins & Oliveira Advogados,TRT3,Osasco,Administrativo,Baixo
P_6222,Cível,Recuperação de Crédito,2023-06-25,2023-10-05,2024-02-21,Finalizado,877216.21,Perdido,24150.19,51897.83,Gustavo Pires,Advogados Associados LTDA,CADE,Campinas,Primeira Instância,Médio
P_6223,Ambiental,Sanções,2023-12-31,,,Ativo,2670422.3,Em Andamento,76542.54,203862.26,Gustavo Pires,Jurídico Soluções,TRT3,Fortaleza,Tribunais Superiores,Médio
P_6224,Trabalhista,Acidentes de Trabalho,2023-02-13,2023-03-21,2023-09-02,Finalizado,7019434.45,Acordo,157802.01,680704.21,Gustavo Pires,Lex Consultoria,TRF1,Porto Alegre,Tribunais Superiores,Muito Alto
P_6225,Societário,Governança,2021-01-13,2021-07-28,2022-01-06,Finalizado,4466098.36,Ganho,64176.79,385711.89,Bruno Costa,Lex Consultoria,TJMG,Osasco,Primeira Instância,Baixo
P_6226,Societário,Fusões e Aquisições,2021-06-04,2022-06-09,2022-09-16,Finalizado,7577129.32,Ganho,154313.53,251028.67,Daniel Oliveira,Advogados Associados LTDA,TRF2,Osasco,Administrativo,Alto
P_6227,Propriedade Intelectual,Patentes,2023-01-28,,,Ativo,4835528.08,Em Andamento,206441.03,249319.78,Carla Souza,Global Law,STF,Osasco,Segunda Instância,Baixo
P_6228,Regulatório,Compliance,2023-08-22,,,Ativo,1458054.76,Em Andamento,32986.42,64370.16,Fernanda Lima,Advogados Associados LTDA,CARF,Osasco,Primeira Instância,Muito Alto
P_6229,Societário,Governança,2021-10-26,2023-03-08,2023-08-20,Finalizado,7943537.15,Ganho,67902.4,581698.74,Bruno Costa,Global Law,TRF2,Curitiba,Segunda Instância,Alto
P_6230,Ambiental,Licenciamento,2022-01-31,2023-02-20,2023-06-12,Finalizado,3252190.1,Perdido,143777.29,145462.26,Carla Souza,Martins & Oliveira Advogados,TJRJ,Osasco,Administrativo,Baixo
P_6231,Propriedade Intelectual,Direitos Autorais,2023-07-18,2024-11-27,2025-04-19,Finalizado,2302082.53,Ganho,41746.85,218322.05,Gustavo Pires,Global Law,TRT1,Guarulhos,Segunda Instância,Alto
P_6232,Tributário,Fiscal,2021-07-29,2021-12-15,2021-12-31,Finalizado,6662175.09,Ganho,236994.74,603182.11,Bruno Costa,Global Law,TJMG,São Paulo,Tribunais Superiores,Baixo
P_6233,Regulatório,Setorial,2023-03-16,2024-03-03,2024-07-23,Finalizado,1755382.95,Ganho,16123.63,174485.96,Ana Silva,Global Law,CADE,Guarulhos,Tribunais Superiores,Baixo
P_6234,Cível,Imobiliário,2022-01-05,,,Ativo,9071565.72,Em Andamento,244923.87,601816.53,Daniel Oliveira,Advogados Associados LTDA,TRF2,Campinas,Tribunais Superiores,Médio
P_6235,Ambiental,Licenciamento,2022-04-10,2022-12-08,2023-02-25,Finalizado,6878555.12,Acordo,131010.7,191227.19,Gustavo Pires,Advogados Associados LTDA,TRF2,Fortaleza,Tribunais Superiores,Médio
P_6236,Ambiental,Licenciamento,2023-10-13,2024-09-06,2024-11-13,Finalizado,2964675.41,Acordo,30039.08,149309.44,Carla Souza,Jurídico Soluções,TRF3,Fortaleza,Segunda Instância,Médio
P_6237,Societário,Governança,2022-04-09,2023-06-22,2023-11-08,Finalizado,75280.74,Ganho,1256.43,6807.57,Fernanda Lima,Santos & Almeida Consultoria,TJMG,Porto Alegre,Segunda Instância,Baixo
P_6238,Regulatório,Compliance,2022-11-23,2023-11-16,2024-04-29,Finalizado,330225.91,Ganho,8315.9,21190.06,Gustavo Pires,Jurídico Soluções,TRF1,São Paulo,Segunda Instância,Médio
P_6239,Societário,Governança,2024-01-16,,,Ativo,4674931.68,Em Andamento,170349.74,206684.36,Bruno Costa,Jurídico Soluções,STJ,Curitiba,Primeira Instância,Médio
P_6240,Regulatório,Setorial,2021-10-02,2022-10-22,2023-04-17,Finalizado,7599804.76,Perdido,41060.46,367789.88,Gustavo Pires,Jurídico Soluções,STJ,Curitiba,Administrativo,Médio
P_6241,Regulatório,Setorial,2023-11-13,2024-07-31,2024-10-24,Finalizado,8650613.1,Perdido,413245.03,618142.45,Ana Silva,Santos & Almeida Consultoria,TRT2,Curitiba,Tribunais Superiores,Baixo
P_6242,Regulatório,Compliance,2021-02-17,2021-08-30,2021-12-02,Finalizado,2070465.23,Acordo,63731.64,206406.44,Bruno Costa,Lex Consultoria,CADE,Curitiba,Tribunais Superiores,Alto
P_6243,Ambiental,Licenciamento,2022-08-09,2022-11-09,2023-01-05,Finalizado,1394413.56,Perdido,34804.58,63700.28,Fernanda Lima,Jurídico Soluções,TRF3,Belo Horizonte,Segunda Instância,Médio
